CCAA;exp_ibertasa;title;Full_Address;City;latitude;longitude;Anno;Value;Total_Rooms;Individual_Rooms;Double_Rooms;DayCenter_Rooms;Validos;Assisted_1;Assisted_2;Ind_valid_price;Ind_assist1_price;double_valid_price;double_assist1_price;day_valid_price;day_assist1_price;ebitda;revenue1;revenue5;cost;Personnel;Amortization;Other_costs;Working_Capital;CAPEX;Ground_Area;Built_Area;Construction_Costs;Old;Ground_Value;VRB;VRN;sectorial_ratio;Rent_Optima;Fast_Sale
Aragón;464945;_26411 Residencia Sanitas ZARAGOZA real;Av. de Cataluña, 1, Centro Residencial, 50015 Zaragoza, ;Zaragoza;416.585.821;-0.8739086;2016;13294475.54;148;86;62;;168;21;21;2200;2500;1900;2100;;;0.277755759;4.858.214.736;5.280.261.168;0.136;0.385944241;0.066385905;0.2003;0.014116258;0.0443;1257;7902.44;8547165.66;6;4.821.447.788;15078046.58;13324168.19;8.982.753.745;9.042.256.872;10782332.09
Aragón;542675;Residencia Fundacion Hospital de Jesus ATECA;Av. 20 de Noviembre 82, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06090 Ciudad de México, CDMX, Mexico;MXMexico;194.287.427;-991.335.583;2018;4.745.463.804;22;5;17;;6;10;23;875;805;700;644;;;0.2;351454.95;4.103.037.069;0.15;0.45;0.091102929;0.2;0.014116258;0.0443;806;1076.9;8.130.033.935;22;6.367.230.438;1.039.276.377;4.256.214.152;2.157.029.002;470.366.603;4.203.444.205
Aragón;598273;Residencia de Alcubiere;C/ Santa Ana, 22251 Alcubierre, Huesca;Huesca;41.807.045;-0.44895;2018;1.395.490.245;47;;22;25;40;20;9;;;1100;1188;600;;0.025861006;6.331.076.352;7.034.538.342;0.154087722;0.545444378;0.063048657;0.133975221;0.063048657;0.16649268;2298.5;1273.94;1.012.377.187;7;1.542.951.566;1.369.147.781;1.126.177.256;2.969.128.182;9.461.470.364;1.138.772.041
Aragón;626853;Residencia 3ª edad Luz de Moncayo;Calle Moncayo, 4, 50511 Malón, Zaragoza;Zaragoza;4.194.959;-1.671.299;2018;1.326.022.325;37;5;22;10;25;25;10;1100;1298;990;1168.2;700;;0.180456772;6.267.635.942;7.148.682.605;0.083;0.587143228;0.079584419;0.1494;0.014116258;0.0443;4061.35;2679.85;1.265.594.334;10;9.784.187.375;1.616.555.074;1.182.203.099;3.583.844.122;9.372.575.072;1.095.862.713
Asturias;183176;Residencia Pancar-Llanes;La Carúa, 33509 Pancar, Asturias, ;Asturias;434.137.851;-47.588.577;2012;1.781.436.733;34;4;30;;40;0;0;1650;;1400;;;;0.2117;875578.5;1.053.364.718;0.05;0.4953;0.082797196;0.243;0.014116258;0.0443;1885;1990.65;1893566;1;315.637.464;2.587.916.663;2.522.020.567;;;
Asturias;264597;Residencia Seana;Ctra. de Seana, 22, 33618 Seana, Asturias;Asturias;43.255.754;-5.789.548;2014;2.246.788.836;32;11;21;0;5;27;21;1.272.727.273;1.318.181.818;1.181.818.182;1.227.272.727;;;0.38;6.925.659.982;7.159.769.121;0.09;0.42;0.076498874;0.11;0.014116258;0.0443;1678;2342.35;1.405.225.628;3;750.114.612;1.761.282.215;1616262.93;;;
Asturias;326694;RESIDENCIA LA GUÍA - GIJON;Av. del Jardín Botánico, 148, 33203 Gijón, Asturias, ;Asturias;435.333.649;-56.336.545;2015;5.239.016.545;11;0;11;0;13;7;2;;;1200;1500;;;0.23;258073.2;2.993.889.313;0.16;0.45;0.083863521;0.16;0.014116258;0.0443;246.3;594.7;618.874.555;14;1.867.429.202;9.293.923.862;6.323.325.998;4.762.742.314;4.096.947.093;4.408.731.751
Asturias;396269;Residencia Parque de la Luz;Calle Capitán Gral. Gutiérrez Mellado, 1, 33510 Pola de Siero, Asturias;Asturias;43.392.226;-5.666.042;2016;8.717.684.533;22;;22;;3;4;7;;;1220;1342;;;0.164333333;6.853.220.042;6.947.737.077;0.1;0.495333333;0.050199788;0.240333333;0.014116258;0.0443;;840.03;8.721.769.419;11;126.039.726;1.172.652.056;8.440.157.846;3.962.583.879;6.381.192.259;7.259.443.657
Asturias;433503;Palacio Leceñes;Barrio de Leceñes, s/n, 33938, Asturias;Asturias;43.363.447;-5.648.144;2016;5.372.443.097;70;34;36;;42;28;15;1395;1618.2;1255.5;1.472.562;;;0.336557099;1.313.139.504;1.645.957.978;0.072874519;0.380913305;0.194850852;0.209655078;0.014116258;0.0443;8099.85;6858.14;6.491.392.536;3;4.222.585.326;8.211.929.576;7.542.017.866;7.674.918.709;3.570.613.843;4.339.575.948
Asturias;514313;SERVIHABITAT - Residencia SANTIRSO;Aldea el Bosque, 8, 33195 Oviedo, Asturias, ;Asturias;433.439.285;-58.316.213;2017;9.070.719.018;19;;19;;30;8;0;;;1350;1550;;;0.165;549539.28;6.359.694.839;0.1;0.495;0.058932295;0.24;0.014116258;0.0443;5336;789.17;8.212.497.605;2;1.680.853.183;1.153.585.031;1.097.411.547;4.774.062.641;5.818.939.019;7.240.047.927
Asturias;514334;CENTRO GERONTOLÓGICO JOCA;Los Cuetos 9, 33188, Asturias, ;Asturias;433.857.956;-57.203.739;2017;4.828.848.437;76;;76;;30;46;76;;;1300;1600;;;0.185;2829790.08;3.092.916.339;0.1;0.495;0.052925408;0.22;0.014116258;0.0443;2952.28;3764.52;3.797.233.679;4;4.035.264.583;4.960.206.873;4.440.745.306;6.353.747.944;3.178.332.501;3.909.517.379
Asturias;528095;Sierra del Aramo;Sierra del Aramo, 33161, Asturias, ;Asturias;432.491.667;-59.513.889;2017;1.105.282.618;18;2;6;;10;10;5;1.339.090.909;1.339.090.909;1.283.636.364;1.283.636.364;;;0.286125269;3.760.316.162;4.083.052.763;0.071884204;0.423357108;0.135017776;0.218633419;0.014116258;0.0443;548;1237.37;1.287.669.091;7;1.258.305.505;1.671.033.459;1.361.992.877;614.045.899;7.507.387.958;9.035.808.575
Asturias;545688;_Geriatrico Salinas;Calle Ramón y Cajal, 24, 33405 Salinas, Asturias, ;Asturias;435.744.016;-59.578.552;2018;7.374.221.479;13;1;12;;25;0;0;1851.3;;1683;;;;0.174;481371.66;5.405.994.094;0.156;0.45;0.049416588;0.22;0.014116258;0.0443;1240;580;603553.8;10;150109.8;874374.36;6.672.346.958;5.672.478.061;5.184.884.426;6.062.284.345
Asturias;549859;Residencia Rivera Onis;Av. del Parque, 10, 33940 San Martín del Rey Aurelio, Asturias, ;Asturias;432.878.932;-56.418.506;2018;8.648.280.774;15;5;10;;8;13;5;1.609.090.909;1.609.090.909;1.345.454.545;1.345.454.545;;;0.207353974;4.316.187.273;4.515.402.169;0.1;0.532646026;0.073562179;0.16;0.014116258;0.0443;109.35;808.57;8.414.424.134;6;2.187.990.711;1.228.529.967;1.055.865.984;5.765.520.516;5.781.162.252;7.013.640.698
Asturias;552292;Residencial San Esteban;Lugar Sograndio nº 17, 33193 Oviedo, Asturias, ;Asturias;433.463.583;-59.310.885;2017;5.402.423.699;10;1;9;;6;7;7;1300;1400;1250;1350;;;0.2;251724.78;309.689.598;0.15;0.45;0.064836152;0.2;0.014116258;0.0443;4487;405.85;414.064.404;3;1.579.771.125;6.548.543.973;6.121.229.508;5.402.423.699;3.494.847.854;4.324.683.571
Asturias;556911;Geriatrico Nadal;Calle Samuño, 5, 33909 Langreo, Asturias;Asturias;43.288.173;-5.674.958;2018;7.951.217.516;33;3;11;19;44;0;0;1.386.363.636;;1.295.454.545;;7.363.636.364;;0.174;5.557.974.545;5.865.928.026;0.156;0.45;0.074593007;0.22;0.014116258;0.0443;708;870.42;9.076.327.698;8;602.939.934;1.149.453.317;889.466.066;2.409.459.853;5.845.615.032;6.668.581.255
Asturias;564378;Residencia Castillo;Ctra. Piles al Infanzón, 132, 33203 Gijón, Asturias;Asturias;43.556.496;-5.592.788;2018;1.580.660.773;22;2;20;;42;0;0;1.404.954.545;;1.136.363.636;;;;0.295;535120.56;5.656.171.694;0.1;0.495;0.08645615;0.11;0.014116258;0.0443;1341;1127;1172767.47;6;405731.27;1.813.052.234;1.572.400.349;7.184.821.696;1.051.004.217;1.275.066.437
Asturias;578074;Residencia Pancar-Llanes;La Carúa, 33509 Pancar, Asturias, ;Asturias;434.137.851;-47.588.577;2016;2129387.06;34;4;30;;40;0;0;1985.94;;1683;;;;0.2047;1042424.67;1.174.468.095;0.06;0.4953;0.078330378;0.24;0.014116258;0.0443;1885;1990.65;2.071.569.923;3;250.702.461;2.736.586.368;2.522.800.352;6.262.903.117;139.016.684;1720255.63
Asturias;578083;_ Residencia CostaMar_Gozon;Balbín, S/N, 33449 Luanco, Asturias;Asturias;43.615.112;-5.806.475;2018;3.816.682.472;50;;50;;50;25;25;;;1282.24;1342.79;;;0.227774978;1.488.769.416;1.645.553.061;0.176;0.386225022;0.199502116;0.21;0.014116258;0.0443;11294;10826.73;7527796.92;13;480446.76;9.513.803.064;6.162.427.875;7.633.364.944;2.853.661.666;3.209.213.108
Asturias;580107;geriátrico perlora;Urb. La Estaquera, 19, 33491 Perlora, Asturias;Asturias;43.584.801;-5.751.285;2018;4.760.951.419;6;1;5;;11;0;0;1400;;1100;;;;0.35;136598.4;1.509.837.003;0.09;0.34;0.078224035;0.22;0.014116258;0.0443;565.8;272.3;283.368.995;5;82.041.267;422.084.061;3.734.579.415;7.934.919.032;3.163.682.695;3.865.981.676
Asturias;625528;_residencia el nadal;Calle Samuño, 5, 33909 Langreo, Asturias;Asturias;43.280.347;-5.671.508;2018;7.954.093.872;33;3;11;19;44;0;0;1.386.363.636;;1.295.454.545;;7.363.636.364;;0.174;5.557.974.545;5.865.928.026;0.156;0.45;0.074593007;0.22;0.014116258;0.0443;708;870.42;9.076.327.698;8;6.121.762.512;1.150.376.949;8.903.896.977;2.410.331.476;5.847.262.542;6.670.460.706
Asturias;;Residencia El Sueve - Cereceda;La Cruz, s/n, Cereceda  Piloña, 33583, (Asturias);Asturias;43.382.419;-5.261.841;2016;6.545.727.949;13;1;12;;13;5;8;1514.7;1814.7;1683;1983;;;0.169;4.701.762.828;5.421.572.205;0.146;0.465;0.059689991;0.22;0.014116258;0.0443;8177;683.7;711.492.405;11;62353.44;916.144.326;6.480.539.878;5.035.175.345;46.977.774;5.428.854.533
Castilla_La_Mancha;326789;Residencia Sequera;Calle San Blas, 22, 45662 Alcaudete de la Jara, Toledo, ;Toledo;397.897.111;-48.683.252;2015;2.108.445.068;80;20;60;0;0;80;43;;1.153.636.364;;8.945.454.545;;;0.3;7.679.513.005;9.269.505.877;0.12;0.4;0.0620871;0.18;0.014116258;0.0443;2275;3614.5;1.401.009.432;8;4.926.340.101;1702454.53;1.323.873.762;2.635.556.336;1.513.919.223;1748792.4
Castilla_Leon;361761;Residencia Villarcayo (2015)_BURGOS;Villarcayo de Merindad de Castilla la Vieja, Burgos, ;Burgos;42.944.825;-3.561.026;2015;1.810.306.674;26;5;21;0;34;2;11;1300;1400;1200;1300;;;0.26;5.751.927.418;7.053.575.419;0.13;0.4;0.112486836;0.21;0.014116258;0.0443;1085.08;2596.8;1.797.266.983;0;537070.18;2.693.790.559;2.693.790.559;6.962.717.975;1.157.757.403;1.427.412.889
Cantabria;365787;Barcena de Cicero-Cantabria;39420 Bárcena de Pie de Concha, Cantabria, ;Cantabria;431.276.249;-4.055.505;2015;1.804.944.621;30;3;27;0;0;1;1;1.236.133.306;1.421.674.688;1.236.133.306;1.421.674.688;;;0.203159464;1.111.295.386;1.139.589.804;0.146;0.440840536;0.035106163;0.21;0.014116258;0.0443;;1187.2;1.115.576.866;7;2.748.805.223;1.613.572.762;1.345.834.314;6.016.482.069;1.256.008.413;1.486.278.593
Castilla_La_Mancha;367302;Residencia Barajas de Melo;Calle Barranco de la Viña, 10, 16460 Barajas de Melo, Cuenca, ;Cuenca;40.124.258;-2.911.098;2015;1.509.980.537;50;20;30;;16;24;40;1.045.454.545;1.227.272.727;9.090.909.091;1.090.909.091;;;0.194;7.274.781.818;9.145.309.091;0.146;0.45;0.074321447;0.21;0.014116258;0.0443;2163;2530.08;1.433.138.515;4;156133.91;1.875.900.128;1.679.846.779;3.019.961.073;1.008.501.441;1218659.89
Castilla_Leon;401709;Residencia El Portillo_Valdefresno LEON;León, ;León;425.987.263;-55.670.959;2016;2.607.489.644;54;3;51;;60;32;14;1265;1366.2;1150;1242;;;0.149825254;1157540.1;1.377.181.393;0.08268504;0.527156373;0.139392116;0.240333333;0.014116258;0.0443;2163;13988.48;4.092.259.967;7;81801.01;4.992.512.971;4.010.370.579;4.828.684.527;1.800.295.261;2.130.352.217
Cantabria;423816;Residencia Puente Viesgo;Barrio La Estación, s/nº, 39670 Puente Viesgo, Cantabria, ;Cantabria;432.978.363;-39.643.263;2016;5.364.198.414;96;18;58;20;46;34;34;1799.6;2129.6;1636;1936;550;;0.219;2.585.985.234;2.901.348.488;0.136;0.445;0.091358758;0.2;0.014116258;0.0443;4581.85;9153.27;5.990.756.625;9;1.136.656.833;8.325.564.783;6.478.015.439;5.587.706.681;3.795.525.377;4.412.335.666
Castilla_Leon;426923;Residencia Ntra. Sra. de la Asunción_LEON;Av. de Mariano Andrés, 193, 24008 León, ;León;426.196.202;-55.671.742;2016;1.341.578.041;30;;30;;0;0;0;;;;;;;0.240186606;6.903.220.464;7.438.076.715;0.15;0.399813394;0.158873798;0.21;0.014116258;0.0443;4260;4940.22;2.119.305.996;14;5.830.824.005;2.601.475.435;1.584.208.557;4.471.926.804;1.197.504.474;1.172.730.037
Castilla_La_Mancha;440610;Residencia Virgen de la Oliva;Avda. de Portugal, 57, Pantoja, Toledo, España;Toledo;400.476.639;-38.357.717;2016;3.989.608.475;283;114;169;;61;218;79;1.145.454.545;1.424.754.545;1.090.909.091;1.356.909.091;;;0.141201901;2.351.072.769;3010045.6;0.088464766;0.53;0.22424362;0.240333333;0.014116258;0.0443;31759.72;43891.33;13371345.97;14;1.952.338.541;17997953.7;11579707.64;1.409.755.645;3.051.326.799;3.328.831.711
Castilla_Leon;469377;Geriatrico Conde de Aldama_PONFERRADA;Calle Andres Viloria, 3, 24404 Ponferrada, León, ;León;4.255.002;-661.096;2017;2.228.394.236;27;4;22;;19;20;10;1.416.663.636;1.597.222.727;1.231.481.818;1.439.818.182;;;0.259171595;8.023.614.868;870.204.531;0.076771598;0.535918046;0.082987159;0.128138761;0.014116258;0.0443;2422;2499.39;1.799.070.135;7;9.627.646.475;2.989.285.972;2.583.981.707;8.253.311.984;1.521.208.616;1.800.099.249
Castilla_Leon;479361;calle Fernan Gonzalez - BURGOSs;Calle de Fernán González, 09003 Burgos, ;Burgos;423.406.925;-37.059.975;2017;5.491.641.343;60;20;40;;25;65;10;2111.85;24.286.275;1805;2075.75;;;0.204155956;2.293.555.351;2.471.383.446;0.176;0.409844044;0.112477086;0.21;0.014116258;0.0443;5753.77;4893.9;6.542.778.851;0;1.680.614.199;9531948.82;9531948.82;9.152.735.571;3.457.486.578;4.343.034.133
Castilla_La_Mancha;490117;Residencia Ancianos Poblete;Av. de Cdad. Real, S/N, 13195 Poblete, Cdad. Real, ;Ciudad Real;389.394.484;-3.977.242;2017;6.796.643.179;149;95;40;;122;61;20;1.157.024.793;1.319.008.264;106.446.281;1.226.677.686;;;0.274363529;2.602.624.744;2.825.253.172;0.176;0.309303138;0.084896226;0.240333333;0.014116258;0.0443;7420.32;8563.85;5606123.32;10;5.687.759.932;7.296.123.977;5.372.102.454;4.561.505.489;4.830.844.168;5.648.332.453
Castilla_Leon;497427;Residencia Bellaluz;;;;;2017;7.768.574.014;30;11;19;;8;24;8;1100;1397;990;1257.3;;;0.204666667;352.805.807;6.550.366.057;0.1;0.495333333;0.149326595;0.2;0.014116258;0.0443;;1376.07;1.337.713.908;22;2.020.738.187;1.807.330.508;7.976.240.505;2.589.524.671;7.615.787.201;6.805.869.372
Cantabria;499138;RESIDENCIA VIRGEN DE LA OLIVA SANTANDER CIRCULAR-Cantabria;Av. de Cantabria, 35, 39012 Santander, Cantabria, ;Cantabria;434.757.736;-3.805.781;2017;3.429.586.411;283;114;;;61;218;79;1.145.454.545;1.424.754.545;;;;;0.088666667;2.351.072.769;3.053.962.806;0.176;0.495333333;0.224075396;0.24;0.014116258;0.0443;31759.22;43891.33;13371343.47;15;2.022.802.297;18068414.46;11184846.85;121.186.799;2.605.585.267;2.834.000.874
Castilla_Leon;506574;Residencia Ancianos Concepcion - Villafranca del bierzo;Calle Concepción, 8, 24500 Villafranca del Bierzo, León, ;León;426.096.074;-68.129.804;2017;8.923.085.207;37;6;31;0;18;41;0;934;1200;934;1200;;;0.125524898;8.938.281.292;9.456.688.339;0.176;0.458141769;0.062995762;0.240333333;0.014116258;0.0443;835;1748;1643211.6;17;2.245.729.742;2.196.426.894;1.238.105.889;2.411.644.651;7.304.286.006;7.623.524.221
Castilla_Leon;542512;Residencia Folgoso;;;;;2017;2.964.947.115;63;11;32;20;22;6;6;1.143.518.182;1.333.336.364;1046.3;1.236.109.091;600;;0.28859687;1.108.164.073;1.119.402.549;0.069079383;0.489762352;0.118151929;0.152561395;0.014116258;0.0443;5241.81;3423.3;3472253.19;5;87887.7;4.254.591.528;3.658.752.881;4.706.265.263;1.993.669.492;2436239.81
Castilla_Leon;543843;Residencia Sauvia Salamanca;Ctra. Zamora, 7, 37184 Villares de la Reina, Salamanca, ;Salamanca;409.937.197;-56.649.005;2017;11036602.73;153;22;99;30;78;104;56;1455;1682;1318;1409;681;;0.330931305;3.090.610.041;3384644.95;0.123710204;0.391912918;0.109004236;0.153445574;0.014116258;0.0443;9145;11646.3;8.549.050.602;8;2.304.748.974;12563609.7;10214330.59;7.213.465.836;751.911.737;8.971.175.143
Castilla_Leon;623178;Res Sauvia Villares Reina V01;37184 Villares de la Reina, Salamanca, ;Salamanca;410.083.577;-56.471.096;2018;10181214.94;153;22;99;30;78;104;56;1455;1682;1318;1409;681;;0.330987082;3.090.610.041;3.268.693.576;0.1237;0.391912918;0.112403614;0.1534;0.014116258;0.0443;8700;11646.3;8.585.108.056;9;2.321.643.133;12623772.8;9.976.125.476;6.654.388.852;7.114.027.839;8.372.108.659
Cantabria;623635;Residencia Ancianos Domus iV Santander  (Copia en conflicto de Jorge Elizaga Guitart 2018-11-12 (2));;;;;2018;8.341.772.391;108;0;72;;0;0;29;1.236.133.333;1.421.675;1.236.133.333;1.421.675;;;0.335811176;2272463.32;2.537.408.868;0.176;0.248188824;0.115840677;0.24;0.014116258;0.0443;1986.85;7536.59;6680181.6;8;2.597.689.645;10613907.57;8.778.193.662;7.723.863.325;5.685.380.434;6.783.315.263
Castilla_Leon;623834;Residencia Santiago Apostol;Calle Tejedores, 16, 24750 La Bañeza, León;León;42.300.069;-5.895.609;2018;2.205.115.297;80;72;5;;85;0;0;2147.41;;;;;;0.155055326;1.608.599.062;1.746.198.569;0.176;0.428944674;0.081164219;0.24;0.014116258;0.0443;5241.81;2630.02;3.311.873.725;5;-2.304.106.599;1.670.141.872;1101824.34;2.756.394.121;1.549.135.772;1.893.025.023
Castilla_Leon;627856;Residencia Valdeolmillos;Paseo del Salón, 27, 34002 Palencia;Palencia;90.260.037;773.898.602;2018;1.426.649.906;21;2;13;;1;45;0;1769.4;1769.4;1592.46;1592.46;;;0.152165564;5.821.078.284;7.736.198.305;0.133695477;0.474138959;0.094635533;0.24;0.014116258;0.0443;783.41;1313.82;1.234.163.057;12;1.078.941.091;1.588.889.778;1.065.947.752;679.357.098;1.110.652.225;1.208.016.262
Castilla_La_Mancha;633133;Residencia Real de Seseña;Calle Aranjuez, 19, 45224 Seseña Nuevo, Toledo, ;Toledo;40.107.052;-36.488.796;2018;7.685.386.024;91;35;56;0;19;39;39;1590;1890;1325;1625;0;;0.247661852;2.698.734.209;3.046.788.713;0.090475026;0.484778381;0.103639834;0.177084742;0.014116258;0.0443;3005;7822.97;7.097.691.554;8;1.249.064.798;9.766.294.663;7.815.849.024;8.445.479.147;5.268.815.212;6.260.043.137
Cataluña;306599;Residencia Sanitas Tarragona;Av. Catalunya, 54, 43002 Tarragona, ;Tarragona;411.227.149;12.462.047;2015;16002559.38;192;67;37;30;169;60;0;1.818.181.818;2.118.181.818;1.652.892.562;1.952.892.562;4.876.033.058;;0.44;3.751.612.773;4.308.677.904;0.1;0.35;0.119819588;0.11;0.014116258;0.0443;12382;21743.28;12985150.54;3;5.144.203.485;20726384.14;19386316.6;8.334.666.341;1.087.332.554;12993594.81
Cataluña;368597;Residencia Gran Vía Parc_Mandoni 15-17 BCN;Carrer de Mandoni, 11, 08004 Barcelona, ;Barcelona;413.691.646;21.433.652;2015;6.840.739.002;115;0;90;25;43;18;54;;;1.409.090.909;1.615.702.479;5.909.090.909;6.681.818.182;0.245;2.615.219.869;2.982.973.818;0.15;0.405;0.084611545;0.2;0.014116258;0.0443;947.15;6382;5864181.04;6;4.209.388.452;11246405.7;10043075.75;5.948.468.698;4.555.451.772;5.432.094.502
Cataluña;378468;SANTA POLA;Santa Pola, Alicante, ;Alicante;381.965.614;-0.5612438;2015;7.986.293.144;115;30;55;30;32;3;23;14.493.613;14.493.613;140.913.188;140.913.188;390.28;;0.150967647;2569519.89;2.656.395.582;0.095321685;0.507077227;0.109661198;0.078262601;0.0443;0.109661198;1093;10745.23;7.149.368.483;10;2.734.024.945;11313267.13;8.859.603.862;9.395.638.993;5.679.420.725;6.534.873.672
Cataluña;380617;Residencia Itaca Fortuny REUS;Carrer del Condesito, 5, 43205 Reus, Tarragona, ;Tarragona;411.457.495;11.115.874;2016;2.353.912.456;61;11;35;15;12;18;31;1552.5;1.788.119.295;1350;1.554.886.344;1155;;0.184666667;1.611.470.304;1827796.41;0.12;0.495333333;0.04995671;0.2;0.014116258;0.0443;1670;2732;2.043.294.379;15;5.621.138.555;3014067.11;1.962.179.164;3.858.872.878;1.851.826.307;1.985.905.198
Cataluña;386994;Residencia Sagrada Familia;Carrer de los Castillejos, 256, 258, 08013 Barcelona;Barcelona;41.406.625;2.178.794;2016;9.295.135.422;132;76;28;20;122;13;13;2300;2530;2000;2200;915;;0.229;3.783.131.812;4.080.979.442;0.126;0.445;0.090542589;0.2;0.014116258;0.0443;1151;8074.05;8.683.852.157;11;7.771.679.546;18192302.13;14920226.64;7.041.769.259;6.547.243.027;7.448.348.198
Cataluña;423249;Residencia Santa Oliva;;;;;2016;2.414.338.462;34;0;16;;20;10;10;;;1.523.368;1.754.566;;;0.22103897;8.880.224.239;9.698.255.573;0.126;0.47296103;0.107000924;0.18;0.014116258;0.0443;2000;2925.05;3.442.725.349;7;835813.72;4.967.084.139;4.140.830.055;7.100.995.476;1.501.238.912;1.881.831.277
Cataluña;424589;Residencia l'estada;;;;;2016;2.583.737.629;50;;39;5;13;4;4;;;1384.88;1595.06;750;750;0.189367039;1.565.929.155;1.695.243.431;0.15;0.440632961;0.063900883;0.22;0.014116258;0.0443;4609.12;5737.02;2.537.193.861;16;6.049.564.948;3.649.589.128;2.258.192.014;5.167.475.258;2.079.342.352;2.187.753.305
Cataluña;462920;Residencia Sant Marti;;;;;2017;8.265.323.679;31;3;28;;6;21;32;1.136.363.636;1.363.636.364;1.068.181.818;1.272.727.273;;;0.17;4.876.204.582;5.399.181.249;0.1;0.49;0.152648219;0.24;0.014116258;0.0443;1436.07;1603.96;1.887.828.841;21;5.722.816.894;2.837.676.298;1.478.439.533;2.666.233.445;76.794.418;7.055.668.677
Cataluña;494229;Residencia La Torreta;;;;;2017;2.452.721.152;45;;20;25;19;4;3;;;1900;2090;590;590;0.237493175;1.051.358.011;1.090.137.633;0.170320871;0.482471237;0.058868843;0.109714717;0.014116258;0.0443;667;1267.51;1.570.358.602;10;1.274.788.022;3.159.218.344;2.620.271.272;5.450.491.448;1.693.479.912;1.980.055.082
Cataluña;498196;Residencia Los Tilos;Carrer de Sardenya, 480, 08025 Barcelona, ;Barcelona;414.100.083;21.648.067;2017;15135917.71;195;82;88;25;92;67;89;2.140.909.091;2.440.909.091;1.918.181.818;2.218.181.818;843;1012;0.239999823;6.185.585.895;6.492.354.322;0.080000072;0.480000105;0.066693456;0.2;0.014116258;0.0443;2388;10310.06;10644518.35;10;11067292.26;23627823.91;20035511.86;7.762.009.084;1.034.150.036;12091516.53
Cataluña;501515;Residencia llar joan trias;;;;;2017;4.486.530.998;49;;10;35;0;0;0;;;;;;;0.250358245;1483062.6;1.528.038.702;0.125;0.499641755;0.04667909;0.125;0.014116258;0.0443;492.27;1715.72;1.756.485.507;10;5.429.901.821;7.537.684.429;6.934.858.603;915.618.571;2.943.764.437;3.441.916.077
Cataluña;518701;residencia st joan deu martorell;;;;;2018;9.646.844.765;131;56;40;35;56;63;21;1742.4;1980;1584;1800;900;;0.288774041;3.058.021.983;3.254.727.956;0.1;0.470892625;0.059385241;0.140333333;0.014116258;0.0443;5247;6559.11;6957907.02;5;2.507.139.387;10856627.81;9.771.194.316;7.364.003.637;5.821.683.076;7.537.227.512
Cataluña;558535;residencia mas deu hogar;;;;;2018;1725609.21;26;7;19;0;13;15;17;1850;1850;1750;1750;;;0.190383001;914787.3;9.671.662.049;0.145801331;0.45693682;0.049430301;0.206878849;0.014116258;0.0443;18495;907.22;1.147.297.629;10;1.248.998.428;2.625.755.582;2.232.003.036;6.636.958.499;1.183.584.901;1.383.874.283
Cataluña;563065;residencia prat;;;;;2018;5.879.680.052;89;6;51;32;54;65;22;1749;1969;1590;1790;690;690;0.165091157;1.456.942.465;2.595.308.396;0.138632377;0.385298606;0.07978238;0.192831762;0.0443;0.07978238;1548;4289.43;4.211.533.951;0;2.842.886.765;7.896.727.507;7.896.727.507;6.606.382.081;3.507.748.526;4.566.182.708
Cataluña;585105;Residencia la Pau;;;173.267.543;768.389.413;2018;4.311.754.184;37;7;30;0;22;23;22;2000;2300;1800;2070;;;0.29589202;1.347.886.134;1.549.132.104;0.087604401;0.535932813;0.058259044;0.080570767;0.014116258;0.0443;713.62;2138.85;1.991.615.579;0;1648942.15;4.038.880.844;4.038.880.844;1.165.338.969;2.716.961.537;3.412.842.372
Cataluña;586740;residencia sol i natura;Ctra. de l'Amunt, 8, 08757 L'Amunt Vell, Barcelona, ;Barcelona;414.146.729;19.175.382;2018;2.353.127.473;51;2;24;25;23;13;5;1900;2185;1800;1980;865;;0.203839681;1.260.521.743;1.332.957.409;0.15;0.456160319;0.05206567;0.19;0.014116258;0.0443;1747.83;1316.94;1665451.92;8;3.825.315.618;2.381.073.866;1.923.407.679;4.613.975.437;1.618.619.907;1.931.200.427
Cataluña;591916;Residencia carles collet;;;;;2018;5.901.641.475;48;0;38;10;47;8;8;;;1875;2125;875;;0.317256275;1.254.512.766;1.846.294.571;0.095981813;0.51139792;0.11882295;0.075363992;0.014116258;0.0443;1775;2491.25;3.780.631.714;0;1.855.026.538;6.391.784.594;6.391.784.594;1.229.508.641;3.703.672.612;4.652.274.479
Cataluña;620690;Residencia pº maragall;;;;;2018;10301706.28;67;7;60;0;36;37;36;2100;2345;1890;2110.5;;;0.399939056;1.443.142.858;2.989.840.043;0.127401729;0.390663176;0.154436584;0.081996039;0.014116258;0.0443;1938;4083.1;5.652.602.809;0;2985336.31;9.768.459.681;9.768.459.681;1.537.568.101;6.448.241.654;8.099.795.318
Cataluña;626117;residencia sant josep de torrefarrera;Carrer d'Almacelles, s/n, 25110 Malpartit, Lleida, ;Lleida;416.915.442;0.5337862;2019;2.880.802.835;75;20;35;20;45;22;16;2000;2300;1600;1750;690;;0.102265546;1750089.39;2.160.195.362;0.15;0.537401121;0.048327639;0.210333333;0.014116258;0.0443;417;2073.05;2.144.673.878;9;2.434.965.685;2.817.105.222;2.155.687.798;3.841.070.447;1.996.359.646;2.359.076.157
